run_id,hypothesis_id,backend,observable,site,bond,time,value,circuit_hash
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,0,,0.0,1,61ab28a75b8c8fe8d19c38c6e9b5bea554c58732696cae55151851b71508e6cc
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,1,,0.0,1,61ab28a75b8c8fe8d19c38c6e9b5bea554c58732696cae55151851b71508e6cc
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,2,,0.0,-1,61ab28a75b8c8fe8d19c38c6e9b5bea554c58732696cae55151851b71508e6cc
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,3,,0.0,-1,61ab28a75b8c8fe8d19c38c6e9b5bea554c58732696cae55151851b71508e6cc
20260524T213103Z,gaugegap-0001,local_statevector,zz_correlator,,0,0.0,1,61ab28a75b8c8fe8d19c38c6e9b5bea554c58732696cae55151851b71508e6cc
20260524T213103Z,gaugegap-0001,local_statevector,zz_correlator,,1,0.0,-1,61ab28a75b8c8fe8d19c38c6e9b5bea554c58732696cae55151851b71508e6cc
20260524T213103Z,gaugegap-0001,local_statevector,zz_correlator,,2,0.0,1,61ab28a75b8c8fe8d19c38c6e9b5bea554c58732696cae55151851b71508e6cc
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,0,,0.25,0.922588096641,e30a73459c23272094d372e23675b76a60bba5a5b39d2f6859b8769b6988c4b2
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,1,,0.25,0.921184941973,e30a73459c23272094d372e23675b76a60bba5a5b39d2f6859b8769b6988c4b2
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,2,,0.25,-0.921184941973,e30a73459c23272094d372e23675b76a60bba5a5b39d2f6859b8769b6988c4b2
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,3,,0.25,-0.922588096641,e30a73459c23272094d372e23675b76a60bba5a5b39d2f6859b8769b6988c4b2
20260524T213103Z,gaugegap-0001,local_statevector,zz_correlator,,0,0.25,0.849795533015,e30a73459c23272094d372e23675b76a60bba5a5b39d2f6859b8769b6988c4b2
20260524T213103Z,gaugegap-0001,local_statevector,zz_correlator,,1,0.25,-0.848275956684,e30a73459c23272094d372e23675b76a60bba5a5b39d2f6859b8769b6988c4b2
20260524T213103Z,gaugegap-0001,local_statevector,zz_correlator,,2,0.25,0.849795533015,e30a73459c23272094d372e23675b76a60bba5a5b39d2f6859b8769b6988c4b2
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,0,,0.5,0.719508929534,7567ce62265ad0d03ac5bcb96c4a60a80cc39a0eaaebdca21893e454ac55b83d
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,1,,0.5,0.703385593685,7567ce62265ad0d03ac5bcb96c4a60a80cc39a0eaaebdca21893e454ac55b83d
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,2,,0.5,-0.703385593685,7567ce62265ad0d03ac5bcb96c4a60a80cc39a0eaaebdca21893e454ac55b83d
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,3,,0.5,-0.719508929534,7567ce62265ad0d03ac5bcb96c4a60a80cc39a0eaaebdca21893e454ac55b83d
20260524T213103Z,gaugegap-0001,local_statevector,zz_correlator,,0,0.5,0.503240843255,7567ce62265ad0d03ac5bcb96c4a60a80cc39a0eaaebdca21893e454ac55b83d
20260524T213103Z,gaugegap-0001,local_statevector,zz_correlator,,1,0.5,-0.481113417027,7567ce62265ad0d03ac5bcb96c4a60a80cc39a0eaaebdca21893e454ac55b83d
20260524T213103Z,gaugegap-0001,local_statevector,zz_correlator,,2,0.5,0.503240843255,7567ce62265ad0d03ac5bcb96c4a60a80cc39a0eaaebdca21893e454ac55b83d
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,0,,1.0,0.245952768996,e4e094eaea9e84c2b46e861aee8ffd6985281060d3ddc8d006fe04d8b75c9b6e
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,1,,1.0,0.185022148573,e4e094eaea9e84c2b46e861aee8ffd6985281060d3ddc8d006fe04d8b75c9b6e
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,2,,1.0,-0.185022148573,e4e094eaea9e84c2b46e861aee8ffd6985281060d3ddc8d006fe04d8b75c9b6e
20260524T213103Z,gaugegap-0001,local_statevector,z_expectation,3,,1.0,-0.245952768996,e4e094eaea9e84c2b46e861aee8ffd6985281060d3ddc8d006fe04d8b75c9b6e
20260524T213103Z,gaugegap-0001,local_statevector,zz_correlator,,0,1.0,0.0600882779308,e4e094eaea9e84c2b46e861aee8ffd6985281060d3ddc8d006fe04d8b75c9b6e
20260524T213103Z,gaugegap-0001,local_statevector,zz_correlator,,1,1.0,0.155816617244,e4e094eaea9e84c2b46e861aee8ffd6985281060d3ddc8d006fe04d8b75c9b6e
20260524T213103Z,gaugegap-0001,local_statevector,zz_correlator,,2,1.0,0.0600882779308,e4e094eaea9e84c2b46e861aee8ffd6985281060d3ddc8d006fe04d8b75c9b6e
